cluster,latitude,longitude,x,y
0,45.399783568000004,-75.68469175555556,2.1666666666666665,61.55
4,45.39932409,-75.68013103428572,1.75,64.225
6,45.39894477521739,-75.6853102852174,9.0,61.142857142857146
7,45.40009564481482,-75.68325536962963,2.0,59.99166666666667
8,45.39950642838709,-75.68584682612902,3.8333333333333335,63.8
