cluster,latitude,longitude,x,y
0,45.399778219589045,-75.68452036342465,0.2876712328767123,0.75
1,13.79162005,100.47396,0.0,0.0
2,45.37671213,-75.70777173,0.0,0.0
3,45.42203166609489,-75.6913431769708,0.9543795620437956,0.9525547445255474
4,45.41318507,-75.70146149,35.5,0.0
