cluster,latitude,longitude,x,y
0,45.399783568000004,-75.68469175555556,2.1666666666666665,3.5
4,45.39932409,-75.68013103428572,1.75,8.333333333333334
6,45.39894477521739,-75.6853102852174,9.0,30.5
7,45.40009564481482,-75.68325536962963,2.0,0.5
8,45.39950642838709,-75.68584682612902,3.8333333333333335,6.25
9,45.4013042125,-75.679237415,3.0,11.333333333333334
