cluster,latitude,longitude,x,y
0,45.4144648868,-75.68741185719999,4.166666666666667,9.0
1,45.41817561034483,-75.69066802827587,13.833333333333334,7.0
4,45.419106166956524,-75.69144360913043,11.25,8.5
5,45.41609856821429,-75.68855602642857,9.25,6.583333333333333
6,45.417374115,-75.68992083055555,9.333333333333334,11.0
