cluster,latitude,longitude,x,y
0,45.4144648868,-75.68741185719999,4.166666666666667,60.995000000000005
1,45.41817561034483,-75.69066802827587,13.833333333333334,64.20625
4,45.419106166956524,-75.69144360913043,11.25,64.825
5,45.41609856821429,-75.68855602642857,9.25,63.0625
6,45.417374115,-75.68992083055555,9.333333333333334,66.83
